org name,brooklyn,bronx,manhattan,queens,statenisland,brooklyn neighborhoods,bronx neighborhoods,manhattan neighborhoods,queens neighborhoods,staten island neighborhoods,accepting - open,accepting - limited,accepting - closed,target population,grades served,services offered,response id,orgphone,addressone,addresstwo,city,state,zip,program description
LaGuardia Community College,FALSE,FALSE,FALSE,TRUE,FALSE,,,,"Astoria,Bayside,Elmhurst/Corona,Flushing,Fresh Meadows/Briarwood,Howard Beach,Jackson Heights,Jamaica/St. Albans,Queens Village,Rego Park/Forest Hills,Ridgewood/Glendale,Sunnyside/Woodside,The Rockaways,Woodhaven",,TRUE,FALSE,FALSE,"Academic Performance,English language learners,Students with IEP or other learning challenges,High school equivalency,Poverty guidelines/socioeconomic status,First generation college students,Racial or ethnic minorities,Gender",",College,","College Readiness,College Matriculation,College Retention,Career Preparation,",45256333,718-482-5129,29-10 Thomson Avenue ,Buliding C Room 107EE,Long Island City ,NY,11101,"We serve the students with supportive services and application assistance for public benefits. We offer tax preparation, legal, financial counseling, healthcare and other public benefit assistance. "
Queens College,FALSE,FALSE,FALSE,TRUE,FALSE,,,,"Astoria,Bayside,Elmhurst/Corona,Flushing,Fresh Meadows/Briarwood,Howard Beach,Jackson Heights,Jamaica/St. Albans,Queens Village,Rego Park/Forest Hills,Ridgewood/Glendale,Sunnyside/Woodside,The Rockaways,Woodhaven",,TRUE,FALSE,FALSE,",Racial or ethnic minorities,",",High School (9-12),College,","College Readiness,College Matriculation,College Retention,Career Preparation,",44979450,718-997-4865,65-30 Kissena Blvd,Kiely Hall 217,Flushing,NY,11367,"We offer peer to peer mentoring as well as resume writing, internship opportunities and academic skills enhancement. "
St. John's University,FALSE,FALSE,FALSE,TRUE,FALSE,,,,"Astoria,Bayside,Elmhurst/Corona,Flushing,Fresh Meadows/Briarwood,Howard Beach,Jackson Heights,Jamaica/St. Albans,Queens Village,Rego Park/Forest Hills,Ridgewood/Glendale,Sunnyside/Woodside,The Rockaways,Woodhaven",,TRUE,FALSE,FALSE,"Academic Performance,Poverty guidelines/socioeconomic status,Racial or ethnic minorities,",",High School (9-12),","College Readiness,",45324769,718-990-1374,8000 Utopia Parkway,,Jamaica,NY,11439,"The St. John's University College Bound Liberty Partnerships Program serves at-risk students in the Queens, NY area. Students benefit from academic support, mentoring, and counseling and they participate in community service, cultural excursions, and college tours. "
York College,FALSE,FALSE,FALSE,TRUE,FALSE,,,,"Astoria,Bayside,Elmhurst/Corona,Flushing,Fresh Meadows/Briarwood,Howard Beach,Jackson Heights,Jamaica/St. Albans,Queens Village,Rego Park/Forest Hills,Ridgewood/Glendale,Sunnyside/Woodside,The Rockaways,Woodhaven",,FALSE,TRUE,FALSE,"Academic Performance,Disconnected youth/Out of school youth,High school equivalency,Poverty guidelines/socioeconomic status,Justice involved youth,Racial or ethnic minorities,Gender",",High School (9-12),College,","College Readiness,College Retention,",45253317,718-262-3772,94-20 Guy R. Brewer Blvd.,Room 3M02,Jamaica,NY,11451,"The MIP is an enrollment and retention program for students of underrepresented populations, particularly Black and Latino males."
Single Stop at Queensborough Community College,FALSE,FALSE,FALSE,TRUE,FALSE,,,,"Astoria,Bayside,Elmhurst/Corona,Flushing,Fresh Meadows/Briarwood,Howard Beach,Jackson Heights,Jamaica/St. Albans,Queens Village,Rego Park/Forest Hills,Ridgewood/Glendale,Sunnyside/Woodside,The Rockaways,Woodhaven",,FALSE,FALSE,FALSE,",Poverty guidelines/socioeconomic status,",",College,",",College Retention,",44976649,718-631-6347,222-05 56th Avenue,,Bayside,NY,11364,Queensborough Community College strives to assist students in achieving academic success. Students often face the challenge of having to choose between college or life demands. The Single Stop office is here to connect students with social services and resources to overcome these obstacles.
Lehman College,FALSE,TRUE,FALSE,FALSE,FALSE,,"Bedford Park,Concourse/Highbridge,East Tremont,Hunts Point,Morrisania,Mott Haven,Pelham Parkway,Riverdale,Throgs Neck,Unionport/Soundview,University Heights,Williamsbridge",,,,TRUE,FALSE,FALSE,"Academic Performance,English language learners,First generation college students,Racial or ethnic minorities,",",College,","College Readiness,College Retention,Career Preparation,",44930977,718-960-8720,,,Bronx,NY,10468,"Year-long interdisciplinary program for first-time, full-time freshmen"
Frederick Douglass Academy III,FALSE,TRUE,FALSE,FALSE,FALSE,,"Bedford Park,Concourse/Highbridge,East Tremont,Hunts Point,Morrisania,Mott Haven,Pelham Parkway,Riverdale,Throgs Neck,Unionport/Soundview,University Heights,Williamsbridge",,,,FALSE,TRUE,FALSE,"Academic Performance,English language learners,Students with IEP or other learning challenges,Poverty guidelines/socioeconomic status,Justice involved youth,Racial or ethnic minorities,Gender",",High School (9-12),","College Readiness,Career Preparation,",41407306,914-497-2154,3630 Third Avenue,,Bronx,NY,10456,"We serve grades 9-12 in the South Bronx. We provide college advisory in the form of in class presentations, grade based workshops, parent workshops and school wide events."
Lehman College,FALSE,TRUE,FALSE,FALSE,FALSE,,"Bedford Park,Concourse/Highbridge,East Tremont,Hunts Point,Morrisania,Mott Haven,Pelham Parkway,Riverdale,Throgs Neck,Unionport/Soundview,University Heights,Williamsbridge",,,,FALSE,FALSE,FALSE,"Academic Performance,Racial or ethnic minorities,",",College,",",College Retention,Career Preparation,",45208809,718-960-8239,250 Bedford Park Boulevard West,,Bronx,NY,10468,We select up to 8 students each year for an intense eight week summer research experience at Lehman College.
Lehman College/CUNY,FALSE,TRUE,FALSE,FALSE,FALSE,,"Bedford Park,Concourse/Highbridge,East Tremont,Hunts Point,Morrisania,Mott Haven,Pelham Parkway,Riverdale,Throgs Neck,Unionport/Soundview,University Heights,Williamsbridge",,,,FALSE,FALSE,FALSE,",First generation college students,",",College,",,44924712,718-960-8241,250 Bedford Park Boulevard West,"Bronx, NY 10468",New York,NY,10468,"The Carroll and Milton Petrie Student Emergency Fund provides quick response grants to matriculated students who are facing short-term financial emergencies. The Petrie Fund\'s emergency grants seek to help students with limited means to remain in school, rather than be forced to take a leave of absence or drop out of school,"
Hostos Community College,FALSE,TRUE,FALSE,FALSE,FALSE,,"Bedford Park,Concourse/Highbridge,East Tremont,Hunts Point,Morrisania,Mott Haven,Pelham Parkway,Riverdale,Throgs Neck,Unionport/Soundview,University Heights,Williamsbridge",,,,TRUE,TRUE,FALSE,"Academic Performance,English language learners,First generation college students,Racial or ethnic minorities,",",College,","College Readiness,College Retention,",39947749,718-518-6637,500 Grand Concourse,,Bronx,NY,11215,Supplemental Instruction and Small Group tutorials seek to bolster student learning and to strengthen classroom-based college level readiness of first year students enrolled in developmental and gateway courses.
Bronx Community College,FALSE,TRUE,FALSE,FALSE,FALSE,,"Bedford Park,Concourse/Highbridge,East Tremont,Hunts Point,Morrisania,Mott Haven,Pelham Parkway,Riverdale,Throgs Neck,Unionport/Soundview,University Heights,Williamsbridge",,,,TRUE,FALSE,FALSE,",Poverty guidelines/socioeconomic status,First generation college students,",",College,","College Readiness,College Retention,",44930516,718-289-5179,2155 University Avenue,,Bronx,NY,10475,"Single Stop is a non-profit organization that partners with, mostly, community based organizations throughout the five boroughs to help people access resources and benefits that will lead to self-sufficiency. At every Single Stop you will find a financial counselor, legal assistance, tax preparation and someone who will conduct a benefits screening and help you to access the benefits you\'re eligible for."
KIPP NYC,FALSE,TRUE,FALSE,FALSE,FALSE,,"Bedford Park,Concourse/Highbridge,East Tremont,Hunts Point,Morrisania,Mott Haven,Pelham Parkway,Riverdale,Throgs Neck,Unionport/Soundview,University Heights,Williamsbridge",,,,TRUE,FALSE,FALSE,",Students with IEP or other learning challenges,Poverty guidelines/socioeconomic status,First generation college students,Racial or ethnic minorities,",",High School (9-12),","College Readiness,College Matriculation,Career Preparation,",43339352,212-991-2626 x7016,201 E 144 St,,Bronx,NY,10451,"KIPP NYC College Prep has a team of dedicated college and career counselors to ensure that every student applies to college and has an understanding of the many career options available to them. We support juniors in SAT preparation, college exploration and applications for pre-college summer programming. We support seniors through the college application, financial aid and selection process to ensure our students attend the best fit school with the highest graduation rate and best financial aid packaging possible. "
Lehman College (The Bronx Institute),FALSE,TRUE,FALSE,FALSE,FALSE,,"Bedford Park,Concourse/Highbridge,East Tremont,Hunts Point,Morrisania,Mott Haven,Pelham Parkway,Riverdale,Throgs Neck,Unionport/Soundview,University Heights,Williamsbridge",,,,FALSE,TRUE,FALSE,"Academic Performance,First generation college students,Racial or ethnic minorities,",",Middle school (6-8),High School (9-12),","College Readiness,Career Preparation,",45408971,718-960-8934,250 Bedford Park Boulevard West,,Bronx,NY,10468,Academic enrichment and college readiness services for high potential Latino secondary school students
Summer on the Hill,FALSE,TRUE,FALSE,FALSE,FALSE,,"Bedford Park,Concourse/Highbridge,East Tremont,Hunts Point,Morrisania,Mott Haven,Pelham Parkway,Riverdale,Throgs Neck,Unionport/Soundview,University Heights,Williamsbridge",,,,FALSE,TRUE,FALSE,"Academic Performance,Poverty guidelines/socioeconomic status,First generation college students,","Elementary school (K-5),Middle school (6-8),High School (9-12),","College Readiness,",41783826,718-432-4117,4662 Tibbett Ave,,Bronx,NY,10471,"3rd grade science class



Summer on the Hill\'s mission is to enrich the education of promising, low-income public school students from throughout the Bronx, Washington Heights, and Harlem, prepare them for selective schools and colleges, and offer guidance to their parents. Summer on the Hill (SOH) provides educational opportunities to accepted students from the end of 2nd grade through high school — for as long as ten years. "
"The Committee for Hispanic Children and Families, Inc. ",FALSE,TRUE,FALSE,FALSE,FALSE,,"Bedford Park,Concourse/Highbridge,East Tremont,Hunts Point,Morrisania,Mott Haven,Pelham Parkway,Riverdale,Throgs Neck,Unionport/Soundview,University Heights,Williamsbridge",,,,FALSE,TRUE,TRUE,"Academic Performance,English language learners,Disconnected youth/Out of school youth,High school equivalency,First generation college students,Racial or ethnic minorities,",",High School (9-12),","College Readiness,Career Preparation,",44263551,212-206-1090,75 Broad Street,6th Floor,New York,NY,10004," Youth between the age 16 - 19 currently attending Bronx High School of Business on College and Career exposure through paid internships, college trips and career days."
BronxWorks,FALSE,TRUE,FALSE,FALSE,FALSE,,"Bedford Park,Concourse/Highbridge,East Tremont,Hunts Point,Morrisania,Mott Haven,Pelham Parkway,Riverdale,Throgs Neck,Unionport/Soundview,University Heights,Williamsbridge",,,,FALSE,FALSE,FALSE,,,,40417416,718-508-3042,1130 Grand Concourse,,Bronx,NY,10456,
Hyde Leadership Charter School,FALSE,TRUE,FALSE,FALSE,FALSE,,"Bedford Park,Concourse/Highbridge,East Tremont,Hunts Point,Morrisania,Mott Haven,Pelham Parkway,Riverdale,Throgs Neck,Unionport/Soundview,University Heights,Williamsbridge",,,,FALSE,FALSE,FALSE,,,,43286308,718-991-5500,830 Hunts Point Ave,,Bronx,NY,10474,
BronxWorks,FALSE,TRUE,FALSE,FALSE,FALSE,,"Bedford Park,Concourse/Highbridge,East Tremont,Hunts Point,Morrisania,Mott Haven,Pelham Parkway,Riverdale,Throgs Neck,Unionport/Soundview,University Heights,Williamsbridge",,,,TRUE,FALSE,FALSE,,",Middle school (6-8),High School (9-12),College,",,39543252,718-508-3042,1130 Grand Concourse,,Bronx,NY,10456,
Single Stop at Bronx Community College,FALSE,TRUE,FALSE,FALSE,FALSE,,"Bedford Park,Concourse/Highbridge,East Tremont,Hunts Point,Morrisania,Mott Haven,Pelham Parkway,Riverdale,Throgs Neck,Unionport/Soundview,University Heights,Williamsbridge",,,,TRUE,FALSE,FALSE,",First generation college students,Racial or ethnic minorities,",",College,",",College Retention,",44932770,718-289-5179,2155 University Avenue,Lowe Hall room 125,Bronx,NY,10453,
Cypress Hills Local Development Corporation,TRUE,FALSE,FALSE,FALSE,FALSE,"Bay Ridge ,Bedford Stuyvesant ,Bensonhurst ,Borough Park ,Brownsville ,Bushwick ,Canarsie,Coney Island,Crown Heights North,Crown Heights South,East Flatbush,East New York,Flatbush/Midwood,Fort Greene/Brooklyn Heights,Park Slope,Sheepshead Bay,Sunset Park,Williamsburg/Greenpoint",,,,,FALSE,FALSE,FALSE,",English language learners,Disconnected youth/Out of school youth,High school equivalency,First generation college students,Racial or ethnic minorities,",",High School (9-12),College,","College Readiness,College Matriculation,College Retention,Career Preparation,",41055270,347-927-4393,625 Jamaica ave ,,Brooklyn ,NY,11208,We work with students beginning in 9th grade helping them explore and develop their college going identity.  We then then follow our students throttle college process through one on one support and then through college graduation.  
Red Hook Initiative,TRUE,FALSE,FALSE,FALSE,FALSE,"Bay Ridge ,Bedford Stuyvesant ,Bensonhurst ,Borough Park ,Brownsville ,Bushwick ,Canarsie,Coney Island,Crown Heights North,Crown Heights South,East Flatbush,East New York,Flatbush/Midwood,Fort Greene/Brooklyn Heights,Park Slope,Sheepshead Bay,Sunset Park,Williamsburg/Greenpoint",,,,,TRUE,FALSE,FALSE,",Disconnected youth/Out of school youth,Students with IEP or other learning challenges,High school equivalency,Poverty guidelines/socioeconomic status,First generation college students,Racial or ethnic minorities,",",College,","College Readiness,College Retention,Career Preparation,",44283994,718-858-6782,767 Hicks,,Brooklyn,NY,11231,"The Young Adult Program at Red Hook Initiative serves 150 young adult members  ages 18-24 years members during the final stage of the RHI's Youth Empowerment Pipeline. The YAP houses two college access programs. (1) Pre-College Scholars supports young adults who aspire to enroll in college by assisting participants with securing their HSE and applying to college. (2) College Scholars supports Red Hook young adults who are working toward a two or four year college degree and provides college support in the form of bi-weekly check-ins, financial aid  assistance, scholarship application preparation, internship/ interview support, and overall guidance and advocacy in navigating the college journey. "
Collegiate Science and Technology Entry Program,TRUE,FALSE,FALSE,FALSE,FALSE,"Bay Ridge ,Bedford Stuyvesant ,Bensonhurst ,Borough Park ,Brownsville ,Bushwick ,Canarsie,Coney Island,Crown Heights North,Crown Heights South,East Flatbush,East New York,Flatbush/Midwood,Fort Greene/Brooklyn Heights,Park Slope,Sheepshead Bay,Sunset Park,Williamsburg/Greenpoint",,,,,FALSE,TRUE,FALSE,,"Elementary school (K-5),College,",",Career Preparation,",45555646,718-368-5783,2001 Oriental Boulevard,,Brooklyn,NY,11235,"The Biology Collegiate Science & Technology Entry Program (CSTEP) is funded by the New York State Education Department and is designed to;



1) increase historically underrepresented and economically disadvantaged student awareness of the biological sciences as career options, and 



2) to increase the numbers of these students who complete pre-professional or professional education programs of study that lead to licensure in CSTEP-targeted professions.

"
Good Shepherd Services,TRUE,FALSE,FALSE,FALSE,FALSE,"Bay Ridge ,Bedford Stuyvesant ,Bensonhurst ,Borough Park ,Brownsville ,Bushwick ,Canarsie,Coney Island,Crown Heights North,Crown Heights South,East Flatbush,East New York,Flatbush/Midwood,Fort Greene/Brooklyn Heights,Park Slope,Sheepshead Bay,Sunset Park,Williamsburg/Greenpoint",,,,,FALSE,FALSE,FALSE,",Disconnected youth/Out of school youth,Students with IEP or other learning challenges,Poverty guidelines/socioeconomic status,First generation college students,Racial or ethnic minorities,",",High School (9-12),","College Readiness,Career Preparation,",41782039,646-208-6367,173 Conover St,,Brooklyn ,NY,11231,"Our partnership schools target students who are over age and under credited.  We offer students the social, emotional and academic supports that they need to succesffuly complete high school and create a plan for their future."
Pace University,TRUE,FALSE,FALSE,FALSE,FALSE,"Bay Ridge ,Bedford Stuyvesant ,Bensonhurst ,Borough Park ,Brownsville ,Bushwick ,Canarsie,Coney Island,Crown Heights North,Crown Heights South,East Flatbush,East New York,Flatbush/Midwood,Fort Greene/Brooklyn Heights,Park Slope,Sheepshead Bay,Sunset Park,Williamsburg/Greenpoint",,,,,FALSE,TRUE,FALSE,"Academic Performance,Disconnected youth/Out of school youth,Poverty guidelines/socioeconomic status,First generation college students,Racial or ethnic minorities,",",High School (9-12),","College Readiness,College Matriculation,College Retention,Career Preparation,",45331707,212-346-1106,163 WIlliam St.,11th Floor,New York,NY,10038,"Intensive academic support and college prep services for low income, first generation college bound high school students who live or go to school in Brooklyn."
Bottom Line,TRUE,FALSE,FALSE,FALSE,FALSE,"Bay Ridge ,Bedford Stuyvesant ,Bensonhurst ,Borough Park ,Brownsville ,Bushwick ,Canarsie,Coney Island,Crown Heights North,Crown Heights South,East Flatbush,East New York,Flatbush/Midwood,Fort Greene/Brooklyn Heights,Park Slope,Sheepshead Bay,Sunset Park,Williamsburg/Greenpoint",,,,,FALSE,TRUE,FALSE,"Academic Performance,Poverty guidelines/socioeconomic status,First generation college students,",",High School (9-12),",",College Matriculation,",45383624,718-765-3317,44 Court Street ,Suite 300,Brooklyn,NY,11201,"In our Access Program, we provide one on one counseling to low-income youth who are first generation to graduate from college in the US. We serve students after school and on weekends at our office in Downtown Brooklyn, but students come from all 5 boroughs."
SCO Family of Services/Center for Family Life,TRUE,FALSE,FALSE,FALSE,FALSE,"Bay Ridge ,Bedford Stuyvesant ,Bensonhurst ,Borough Park ,Brownsville ,Bushwick ,Canarsie,Coney Island,Crown Heights North,Crown Heights South,East Flatbush,East New York,Flatbush/Midwood,Fort Greene/Brooklyn Heights,Park Slope,Sheepshead Bay,Sunset Park,Williamsburg/Greenpoint",,,,,TRUE,FALSE,FALSE,",First generation college students,",",High School (9-12),College,","College Readiness,College Matriculation,College Retention,Career Preparation,",44193036,718-438-9500,443 - 39th Street, Suite #3,Brooklyn,NY,11232,"CFL\'s comprehensive partnership with Sunset Park High School ensures every student is known and supported and fosters a college-going culture. CFL social work and youth development staff collaborate with teachers in a school day advisory program that engages all 1350 SPHS students in intensive support for academic goal?setting, college preparation, and social and emotional learning. Afterschool programming at SPHS includes a diverse menu of academic and arts enrichment, sports and recreation, service learning and internships, college readiness and career exploration. 12th graders on track for graduation have the opportunity to complete College Now courses or to participate in a credit-bearing internship program with 4 hours/week of work experience and a weekly work/career/college seminar.  High School graduates receive college success mentoring and follow up services for 2 - 4 years of college."
SCO Family of Services/Center for Family Life,TRUE,FALSE,FALSE,FALSE,FALSE,"Bay Ridge ,Bedford Stuyvesant ,Bensonhurst ,Borough Park ,Brownsville ,Bushwick ,Canarsie,Coney Island,Crown Heights North,Crown Heights South,East Flatbush,East New York,Flatbush/Midwood,Fort Greene/Brooklyn Heights,Park Slope,Sheepshead Bay,Sunset Park,Williamsburg/Greenpoint",,,,,TRUE,FALSE,FALSE,",First generation college students,",",High School (9-12),College,","College Readiness,College Matriculation,College Retention,Career Preparation,",44922691,718-438-9500,443 - 39th Street,Suite #3,Brooklyn,NY,11232,"CFL\'s comprehensive partnership with Sunset Park High School ensures every student is known and supported and fosters a college-going culture. CFL social work and youth development staff collaborate with teachers in a school day advisory and internship program that engages all 1300+ SPHS students in intensive support for academic goal?setting, college preparation, and social and emotional learning. Afterschool programming at SPHS includes a diverse menu of academic and arts enrichment, sports and recreation, service learning and internships, college readiness and career exploration."
Center for Academic Writing Success,TRUE,FALSE,FALSE,FALSE,FALSE,"Bay Ridge ,Bedford Stuyvesant ,Bensonhurst ,Borough Park ,Brownsville ,Bushwick ,Canarsie,Coney Island,Crown Heights North,Crown Heights South,East Flatbush,East New York,Flatbush/Midwood,Fort Greene/Brooklyn Heights,Park Slope,Sheepshead Bay,Sunset Park,Williamsburg/Greenpoint",,,,,TRUE,FALSE,FALSE,"Academic Performance,English language learners,Students with IEP or other learning challenges,First generation college students,Racial or ethnic minorities,Gender",",College,",",College Matriculation,College Retention,",45578035,718-368-5405,2001 Oriental Boulevard,,Brooklyn,NY,11235,"Center for Academic Writing Success offers tutoring for reading and writing assignments in English and all the disciplines.  Students may work with tutors on readings, essays, or preparation for the CUNY English proficiency exams.  "
Achievement First Public Charter Schools,TRUE,FALSE,FALSE,FALSE,FALSE,"Bay Ridge ,Bedford Stuyvesant ,Bensonhurst ,Borough Park ,Brownsville ,Bushwick ,Canarsie,Coney Island,Crown Heights North,Crown Heights South,East Flatbush,East New York,Flatbush/Midwood,Fort Greene/Brooklyn Heights,Park Slope,Sheepshead Bay,Sunset Park,Williamsburg/Greenpoint",,,,,FALSE,FALSE,FALSE,",First generation college students,Racial or ethnic minorities,",",High School (9-12),College,","College Readiness,College Matriculation,College Retention,Career Preparation,",44333830,347-838-1078,335 Adams Street,Suite #700,Brooklyn,NY,11201,"AF provides comprehensive college access and success services to 700 high school students and 150 college-going high school graduates. Achievement First schools provide all of our students with the academic and character skills they need to graduate from top colleges, to succeed in a competitive world and to serve as the next generation of leaders in our communities."
Arab-American Family Support Center,TRUE,FALSE,FALSE,FALSE,FALSE,"Bay Ridge ,Bedford Stuyvesant ,Bensonhurst ,Borough Park ,Brownsville ,Bushwick ,Canarsie,Coney Island,Crown Heights North,Crown Heights South,East Flatbush,East New York,Flatbush/Midwood,Fort Greene/Brooklyn Heights,Park Slope,Sheepshead Bay,Sunset Park,Williamsburg/Greenpoint",,,,,TRUE,FALSE,FALSE,"Academic Performance,English language learners,Students with IEP or other learning challenges,Poverty guidelines/socioeconomic status,Racial or ethnic minorities,","Elementary school (K-5),Middle school (6-8),High School (9-12),","College Readiness,College Matriculation,College Retention,Career Preparation,",44980607,718-643-8000 x39,150 Court Street ,3rd Floor,New York,NY,11201,"AAFSC\'s Youth Program helps children and youth achieve academic success and participate in the community. Young people are encouraged to strengthen connections to their cultural identities, while learning about and interacting with youth from other cultures."
Brooklyn College,TRUE,FALSE,FALSE,FALSE,FALSE,"Bay Ridge ,Bedford Stuyvesant ,Bensonhurst ,Borough Park ,Brownsville ,Bushwick ,Canarsie,Coney Island,Crown Heights North,Crown Heights South,East Flatbush,East New York,Flatbush/Midwood,Fort Greene/Brooklyn Heights,Park Slope,Sheepshead Bay,Sunset Park,Williamsburg/Greenpoint",,,,,FALSE,FALSE,FALSE,,,,42223521,718-951-5771,2900 Bedford Ave,,Brooklyn,NY ,11210,
Kingsborough Community College,TRUE,FALSE,FALSE,FALSE,FALSE,"Bay Ridge ,Bedford Stuyvesant ,Bensonhurst ,Borough Park ,Brownsville ,Bushwick ,Canarsie,Coney Island,Crown Heights North,Crown Heights South,East Flatbush,East New York,Flatbush/Midwood,Fort Greene/Brooklyn Heights,Park Slope,Sheepshead Bay,Sunset Park,Williamsburg/Greenpoint",,,,,TRUE,FALSE,FALSE,"Academic Performance,English language learners,Disconnected youth/Out of school youth,Students with IEP or other learning challenges,",",High School (9-12),","College Readiness,Career Preparation,",44918336,718-368-5767,2001 Oriental Blvd,,Brooklyn,NY,11235,
Let's Get Ready,TRUE,FALSE,FALSE,FALSE,FALSE,"Bay Ridge ,Bedford Stuyvesant ,Bensonhurst ,Borough Park ,Brownsville ,Bushwick ,Canarsie,Coney Island,Crown Heights North,Crown Heights South,East Flatbush,East New York,Flatbush/Midwood,Fort Greene/Brooklyn Heights,Park Slope,Sheepshead Bay,Sunset Park,Williamsburg/Greenpoint",,,,,FALSE,FALSE,FALSE,,,"College Readiness,College Matriculation,College Retention,Career Preparation,",39551184,646-808-2761,50 Broadway,25th Floor,New York,NY,10004,
Urban Assembly School for Law and Justice,TRUE,FALSE,FALSE,FALSE,FALSE,"Bay Ridge ,Bedford Stuyvesant ,Bensonhurst ,Borough Park ,Brownsville ,Bushwick ,Canarsie,Coney Island,Crown Heights North,Crown Heights South,East Flatbush,East New York,Flatbush/Midwood,Fort Greene/Brooklyn Heights,Park Slope,Sheepshead Bay,Sunset Park,Williamsburg/Greenpoint",,,,,TRUE,FALSE,FALSE,"Academic Performance,Students with IEP or other learning challenges,Poverty guidelines/socioeconomic status,First generation college students,Racial or ethnic minorities,",",High School (9-12),","College Readiness,College Matriculation,College Retention,Career Preparation,",43187307,718-858-1160,283 Adams Street,,Brooklyn,NY,11201,
Chess in the Schools,TRUE,TRUE,TRUE,TRUE,TRUE,"Bay Ridge ,Bedford Stuyvesant ,Bensonhurst ,Borough Park ,Brownsville ,Bushwick ,Canarsie,Coney Island,Crown Heights North,Crown Heights South,East Flatbush,East New York,Flatbush/Midwood,Fort Greene/Brooklyn Heights,Park Slope,Sheepshead Bay,Sunset Park,Williamsburg/Greenpoint","Bedford Park,Concourse/Highbridge,East Tremont,Hunts Point,Morrisania,Mott Haven,Pelham Parkway,Riverdale,Throgs Neck,Unionport/Soundview,University Heights,Williamsbridge",",Central Harlem,East Harlem,Lower East Side,Washington Heights","Astoria,Bayside,Elmhurst/Corona,Flushing,Fresh Meadows/Briarwood,Howard Beach,Jackson Heights,Jamaica/St. Albans,Queens Village,Rego Park/Forest Hills,Ridgewood/Glendale,Sunnyside/Woodside,The Rockaways,Woodhaven","South Beach,St. George,Tottenville",FALSE,TRUE,FALSE,",First generation college students,Racial or ethnic minorities,",",High School (9-12),","College Readiness,",44286707,212-643-0225,520 8th Avenue,2nd floor,New York,NY,10018,"We serve students who have participated previously in our elementary/middle school chess program.

We provide comprehensive college prep services including: college prep & applications (college fairs, college apps & financial application guidance, SAT preparation, seminars, tutoring); Summer programs (travel abroad, summer academy, summer college,  internships); College tours; attending cultural events (museums, lectures, shows); and chess.

"
Young Invincibles,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,FALSE,",English language learners,Disconnected youth/Out of school youth,Poverty guidelines/socioeconomic status,First generation college students,Racial or ethnic minorities,",,",A network for convening CBOs or programs that work on similar issues or work with overlapping sets of students,Training or awareness for students,Research connected to this field for practitioner use,Advocacy on behalf of the sector or segments of it,Online resources for students and/or staff",41554101,845-224-8374,N/A,,New York,NY,10029,"Young Invincibles's New York Higher Education researches college access and success issues, produces policy reports with recommendations, and leads advocacy and organizing campaigns to impact the policy discourse in this area. YI also directly engages young adults to elevate their voices at the policy table. "
Henry Street Settlement,TRUE,TRUE,TRUE,TRUE,TRUE,,,",Lower East Side,",,,FALSE,FALSE,FALSE,"Academic Performance,First generation college students,",",High School (9-12),College,","College Readiness,College Matriculation,College Retention,Career Preparation,",43324679,646-370-0734,301 Henry Street ,Apt 3B,New York ,NY,10002,"xpanded Horizons, Henry Street Settlement\'s premier college access program with a sustained college acceptance rate of 98%, is now changing the way it delivers services. Expanded Horizons Scholars will be expected to attend programming twice per week during the academic year, throughout their high school careers. Expanded Horizons College Success Program has four vital components: academic preparedness, college readiness, career exploration, and social enrichment. Scholars in grades 9—10 participate in interactive and individualized academic (English Language Arts and Math) focus sessions provided by A-List Services, while juniors attend SAT preparation courses with College Spring, and seniors receive our renowned capstone counseling. Scholars from every grade participate in Career Readiness workshops that develop problem-solving, research, analysis, leadership, presentation and critical thinking skills. Finally, students participate in social enrichment activities of their choice such as basketball, yoga, dance or volleyball."
Make the Road New York,TRUE,FALSE,FALSE,TRUE,TRUE,",Bushwick ,",,,",Jackson Heights,",,TRUE,FALSE,FALSE,",English language learners,Disconnected youth/Out of school youth,High school equivalency,Poverty guidelines/socioeconomic status,Justice involved youth,First generation college students,Racial or ethnic minorities,Gender",",High School (9-12),College,","College Readiness,College Matriculation,College Retention,",41563422,646-299-0260,301 Grove Street,,Brooklyn,NY,11237,"We support high school and college students through all aspects of the college process. This includes college exploration, application support, family engagement, early college awareness, and matriculation."
"Directions for Our Youth, Inc. (DFOY)",TRUE,TRUE,TRUE,FALSE,FALSE,",East New York,",",Morrisania,",,,,TRUE,FALSE,FALSE,,"Elementary school (K-5),Middle school (6-8),High School (9-12),",,41729966,212-362-4020,349 E. 149th St., Suite 501,Bronx,NY,10451,"We serve three NYC boroughs, 12 neighborhoods, with the largest concentration in the Bronx. A large part of our mission is help our participants become active citizens in their communities. This mission can be exemplified in one of our recent DFOY graduates.  "
The Children's Aid Society,TRUE,TRUE,TRUE,FALSE,FALSE,,,",Central Harlem,East Harlem,",,,TRUE,FALSE,FALSE,",First generation college students,",",High School (9-12),","College Readiness,College Retention,Career Preparation,",42989962,347-982-6026,4 west 125th street,,New York,NY,10027,"We serve low-income families and their students to assist them with college access. We provide college counseling, financial literacy, essay writing, college application assistance, tax consultations, college exposure through trips and fair, and social/emotional counseling. "
